name,category,brand,description,image_url,base_price,discounted_price,unit,is_loose,min_quantity,max_quantity,rating,rating_count,is_active
"Sampoorti Carrom Seeds (Ajwain) - 100 Gm","Spices","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1735386131364:FD93CC86E4_1.webp",80,40,"100 gm",false,1,100,4.5,0,true
"Catch Black Salt Sprinkler - 200 Gm","salt-sugar","Catch Black","Iodised salt. Essential for daily cooking.","https://media.dealshare.in/img/offer/1724687050769:E6E17803BF_1.webp",47,44,"200 gm",false,1,100,4.5,0,true
"Nivea Body Milk Nourishing Lotion - 400 Ml","Personal Care","Nivea","Skincare from Nivea (Beiersdorf). Formulated for men.","https://media.dealshare.in/img/offer/5E3783FD0F_1.webp",495,289,"400 ml",false,1,100,4.5,0,true
"Closeup Ever Fresh Red Hot Gmel Toothpaste (Pack of 2) - 150 Gm x 2","Personal Care","Closeup Ever","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://images.dealshare.in/offerImage/1720697867C2B454C9DD_1.webp",260,197,"300 gm",false,1,100,4.5,0,true
"Yardley Gentleman Classic Spray For Men - 150  Ml","Personal Care","Yardley Gentleman","Dermatologist-recommended gentle cleanser. Suitable for sensitive skin. From Galderma.","https://media.dealshare.in/img/offer/FE3E01A21A_1.webp",225,159,"150 ml",false,1,100,4.5,0,true
"Mentos Mint Flavour Chewy Candy Stick - 36.4 Gm","chocolates-candies","Mentos Mint","Chewing gum and mints from Wrigley (Mars Wrigley).","https://media.dealshare.in/img/offer/1738242855402:1B831BB108_1.webp",20,20,"36.4 gm",false,1,100,4.5,0,true
"Bombay Shaving Company Charcoal Shaving Foam - 425 Gm","Personal Care","Bombay Shaving Company","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://media.dealshare.in/img/offer/1740649009940:9273127533_1.png",299,149,"425 gm",false,1,100,4.5,0,true
"Cornitos Nacho Crisps - Cheese & Herbs - 150 Gm","Snacks","Cornitos Nacho","Cornitos Nacho product. Cornitos Nacho Crisps. Quality assured.","https://media.dealshare.in/img/offer/1EDB47472A_1.png",90,67,"150 gm",false,1,100,4.5,0,true
"Parle Bigger Mango Bite - 214.5 Gm","chocolates-candies","Parle Bigger","Parle Bigger product. Parle Bigger Mango Bite. Quality assured.","https://media.dealshare.in/img/offer/1739275190737:215C81F77A_1.png",60,45,"214.5 gm",false,1,100,4.5,0,true
"Colgate Active Salt Toothpaste - 300 Gm","Personal Care","Colgate","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://media.dealshare.in/img/offer/A0C6426565_1.webp",240,229,"300 gm",false,1,100,4.5,0,true
"Safed Detergent Powder - 2 Kg","Detergents","Safed Detergent","Detergent powder from Unilever. Effective cleaning.","https://images.dealshare.in/1750482207295:41F2FE80D3_1.png?tr=f-webp",160,120,"2 kg",false,1,100,4.5,0,true
"Sampoorti Kaju 400 Count - 200 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Kaju 400 Count. Quality assured.","https://media.dealshare.in/img/offer/1742210634691:43064F35EA_1.png",320,215,"200 gm",false,1,100,4.5,0,true
"Mogu Mogu Lychee Juice With 25% Nata De Coco - 320 Ml","Soft Drinks","Mogu Mogu","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/B4FCA692E9_1.webp",70,58,"320 ml",false,1,100,4.5,0,true
"Unibic Cookies - Danish Coconut Cookies - 270 Gm","Bakery","Unibic","Biscuits and cookies from Cremica (Mrs. Bector's).","https://media.dealshare.in/img/offer/1745839225931:8000D7F8C6_1.png",165,82,"270 gm",false,1,100,4.5,0,true
"Fortune Sunlite Refined Sunflower Oil - 4.35 Kg","Oils","Fortune Sunlite","Refined cooking oil. From Emami.","https://media.dealshare.in/img/offer/1746535993492:98F2096C64_1.png",930,854,"4.35 kg",false,1,100,4.5,0,true
"Funfoods Veg Mayonnaise Original - 250 Gm","Ketchup and Sauces","Funfoods Veg","Funfoods Veg product. Funfoods Veg Mayonnaise Original. Quality assured.","https://media.dealshare.in/img/offer/1752838452272:08D78EA2B0_1.png",99,89,"250 gm",false,1,100,4.5,0,true
"Cremica Marie Classic Biscuit - 500 Gm (Buy 1 Get 1 Free)","Bakery","Cremica","Biscuits and cookies from Cremica (Mrs. Bector's).","https://media.dealshare.in/img/offer/1751435040066:7433B81A80_1.png?tr=f-webp",220,110,"2 x 500 gm",false,1,100,4.5,0,true
"Catch Super Garam Masala Powder - 200 Gm","Spices","Catch Super","Catch Super product. Catch Super Garam Masala Powder. Quality assured.","https://media.dealshare.in/img/offer/1751011528945:CA4B32238E_1.png",100,67,"200 gm",false,1,100,4.5,0,true
"Boroplus Antiseptic Cream - 40 Ml","Personal Care","Boroplus Antiseptic","Antiseptic cream for minor cuts and wounds. From Emami.","https://media.dealshare.in/img/offer/6AC83E4C3E_1.webp",90,85,"40 ml",false,1,100,4.5,0,true
"Catch Kasuri Methi - 50 Gm","Spices","Catch Kasuri","Catch Kasuri product. Catch Kasuri Methi. Quality assured.","https://media.dealshare.in/img/offer/1724603572437:A798764BAD_1.webp",56,37,"50 gm",false,1,100,4.5,0,true
"Lotus Herbals Safe Sun Spf 50+ Uv Screen Matte Gel - 50 Ml","Personal Care","Lotus Herbals","Lotus Herbals product. Lotus Herbals Safe Sun Spf 50+ Uv Screen Matte Gel. Quality assured.","https://media.dealshare.in/img/offer/2883467B08_1.png",435,290,"50 ml",false,1,100,4.5,0,true
"Sugar Pop Longwear Compact 01- Sand - 9 Gm","Personal Care","Sugar Pop","Makeup and beauty products from Sugar Cosmetics. Trendy, long-lasting formulas.","https://media.dealshare.in/img/offer/FF35A97C37_1.png",249,186,"9 gm",false,1,100,4.5,0,true
"Raw Pressery Valencia Orange - 250 Ml","Soft Drinks","Raw Pressery","Raw Pressery product. Raw Pressery Valencia Orange. Quality assured.","https://media.dealshare.in/img/offer/7B538A22DE_1.webp",150,135,"250 ml",false,1,100,4.5,0,true
"Dabur Vatika Health Shampoo - 640 Ml","Personal Care","Dabur","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://media.dealshare.in/img/offer/19B636C7AF_1.webp",549,233,"640 ml",false,1,100,4.5,0,true
"Sampoorti Dried Fenugreek/Kasuri Methi - 25 Gm x 2","Spices","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1753346167452:9ED921A5FB_1.png?tr=f-webp",54,31,"2 x 25 gm",false,1,100,4.5,0,true
"Cremica Coconut - 900 Gm (Buy 1 Get 1 Free)","Bakery","Cremica","Biscuits and cookies from Cremica (Mrs. Bector's).","https://media.dealshare.in/img/offer/1751435040287:6AF1600575_1.png?tr=f-webp",480,240,"2 x 900 gm",false,1,100,4.5,0,true
"Everest Tikhalal Red Chilli Powder - 100 Gm","Spices","Everest","Spices from Everest. Trusted Indian brand.","https://media.dealshare.in/img/offer/1725687583081:7ADF44BF27_1.webp",54,52,"100 gm",false,1,100,4.5,0,true
"Cinthol Cool Deo Soap - 100 Gm x 5","Personal Care","Cinthol Cool","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/CE1DB63535_1.webp",224,209,"500 gm",false,1,100,4.5,0,true
"Ariel Matic Top Load Detergent Washing Powder - 2 Kg","Detergents","Ariel Matic","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1751009427625:1FCB95832B_1.png",595,445,"2 kg",false,1,100,4.5,0,true
"Colgate Kids Strawberry Toothpaste - 40 Gm","Personal Care","Colgate","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://images.dealshare.in/1753176728780:F7135961CE_1.png?tr=f-webp",105,99,"40 gm",false,1,100,4.5,0,true
"Glow & Lovely Instant Glow Facewash - 50 Gm","Personal Care","Glow & Lovely","Face wash for radiant, even-toned skin. From Hindustan Unilever.","https://media.dealshare.in/img/offer/DF307E20E6_1.webp",79,75,"50 gm",false,1,100,4.5,0,true
"Dettol Original Soap 150 Gm (Pack Of 5) - 750 Gm","Personal Care","Dettol","Antiseptic soap with germ protection. Refreshing formula for daily hygiene. From Reckitt Benckiser.","https://media.dealshare.in/img/offer/670CAC72C8_1.png",294,262,"750 gm",false,1,100,4.5,0,true
"Sampoorti Anjeer - 200 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Anjeer. Quality assured.","https://media.dealshare.in/img/offer/1734611161061:19DBB0E001_1.webp",395,295,"200 gm",false,1,100,4.5,0,true
"Vicks Vaporub Balm - 25 Ml","Personal Care","Vicks Vaporub","Vicks Vaporub product. Vicks Vaporub Balm. Quality assured.","https://media.dealshare.in/img/offer/345F095386_1.webp",109,103,"25 ml",false,1,100,4.5,0,true
"Agro Fresh Atta - 5 Kg x 2","Staples","Agro Fresh","Fresh atta and dalia. Quality grains.","https://media.dealshare.in/img/offer/1752575722174:8FD415C965_1.png?tr=f-webp",540,399,"2 x 5 kg",false,1,100,4.5,0,true
"Super Saver Cashew - 500 Gm","Dry Fruits","Super Saver","Premium mixed dry fruits.","https://media.dealshare.in/img/offer/1751010092713:6FB612C11A_1.png",700,432,"500 gm",false,1,100,4.5,0,true
"Surf Excel Easy Wash Powder - 500 Gm x 3","Detergents","Surf Excel","Surf Excel product. Surf Excel Easy Wash Powder. Quality assured.","https://media.dealshare.in/img/offer/1752810743645:29DCCCBFCF_1.png?tr=f-webp",210,201,"3 x 500 gm",false,1,100,4.5,0,true
"Sampoorti Mixed Dryfruits - 500 Gm","Dry Fruits","Sampoorti","Premium mixed dry fruits.","https://media.dealshare.in/img/offer/1738062476343:66701EA316_1.webp",500,355,"500 gm",false,1,100,4.5,0,true
"Center Fruit Fruits Flavour Bubble Gum Stick - 23.6 Gm","chocolates-candies","Center Fruit","Liquid-filled chewing gum. From Perfetti Van Melle.","https://media.dealshare.in/img/offer/9006F16AC2_1.webp",15,15,"23.6 gm",false,1,100,4.5,0,true
"Lakme 9 To 5 Complexion Care Cream Beige - 9 Gm","Personal Care","Lakme","Lightweight serum enriched with Kakadu Plum (100x more Vitamin C than oranges). Reduces dullness, fights aging and pollution damage. Dermatologically tested.","https://media.dealshare.in/img/offer/94E075DF68_1.webp",115,103,"9 gm",false,1,100,4.5,0,true
"Yogabar 10 Gm Protein Bar - Blueberry Blast - 50 Gm (Buy 1 Get 1 Free)","chocolates-candies","Yogabar","Yogabar product. Yogabar 10 Gm Protein Bar. Quality assured.","https://media.dealshare.in/img/offer/1751422030678:56E4969AF2_1.png?tr=f-webp",200,100,"2 x 50 gm",false,1,100,4.5,0,true
"Colgate Herbal Toothpaste - 200 Gm","Personal Care","Colgate","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://images.dealshare.in/1753176726260:391A6411FC_1.png?tr=f-webp",175,165,"200 gm",false,1,100,4.5,0,true
"Zodiac Family Comb Ps 555 5 Pieces - 1 Unit","Personal Care","Zodiac","Hair comb from Zodiac. Unisex design.","https://media.dealshare.in/img/offer/prod/rmbg/Deal54213.webp",125,75,"1 unit",false,1,100,4.5,0,true
"Ponds BB+ Cream Light Ivory - 18 Gm","Personal Care","Ponds BB+","Antiseptic cream for minor cuts and wounds. From Emami.","https://images.dealshare.in/offerImage/1720681960C33C9E0B91_1.webp",189,163,"18 gm",false,1,100,4.5,0,true
"Sampoorti Black Salt - 200 Gm","salt-sugar","Sampoorti","Iodised salt. Essential for daily cooking.","https://images.dealshare.in/1753346352471:F43C2FE671_1.png?tr=f-webp",30,19,"200 gm",false,1,100,4.5,0,true
"Everest Pav Bhaji Masala - 50 Gm","Spices","Everest","Spices from Everest. Trusted Indian brand.","https://media.dealshare.in/img/offer/A6711BC8E5_1.webp",47,46,"50 gm",false,1,100,4.5,0,true
"Niine Naturally Soft Regular Sanitary Pads - Pack Of 6","Personal Care","Niine","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://images.dealshare.in/1753871179408:CD1C5FC354_1.png?tr=f-webp",32,16,"6 units",false,1,100,4.5,0,true
"Catch Red Chilli Powder - 200 Gm","Spices","Catch Red","Catch Red product. Catch Red Chilli Powder. Quality assured.","https://media.dealshare.in/img/offer/21CBCBADB8_1.webp",108,72,"200 gm",false,1,100,4.5,0,true
"Johnson & Johnson Baby Cream - 50 Gm","Personal Care","Johnson","Antiseptic cream for minor cuts and wounds. From Emami.","https://media.dealshare.in/img/offer/371F29FBAA_1.webp",100,90,"50 gm",false,1,100,4.5,0,true
"Tresemme Keratin Smooth Conditioner - 190 Ml","Personal Care","Tresemme Keratin","Tresemme Keratin product. Tresemme Keratin Smooth Conditioner. Quality assured.","https://media.dealshare.in/img/offer/9EA2692931_1.png",318,239,"190 ml",false,1,100,4.5,0,true
"Continental Strong Coffee (jar) - 50 Gm","Beverages","Continental Strong","Continental Strong product. Continental Strong Coffee (jar). Quality assured.","https://images.dealshare.in/1754018951026:H976BE2C33_1.png?tr=f-webp",180,90,"50 gm",false,1,100,4.5,0,true
"Jk Black Pepper Powder - 50 Gm","Spices","Jk Black","Jk Black product. Jk Black Pepper Powder. Quality assured.","https://images.dealshare.in/1753101085884:DF7A2B1A48_1.png?tr=f-webp",90,81,"50 gm",false,1,100,4.5,0,true
"Tropicana Mixed Fruit (Tetra Pack) - 1 Ltr","Soft Drinks","Tropicana Mixed","Tropicana Mixed product. Tropicana Mixed Fruit (Tetra Pack). Quality assured.","https://media.dealshare.in/img/offer/D8260310EF_1.webp",130,89,"1 ltr",false,1,100,4.5,0,true
"Catch Black Pepper Powder Box - 50 Gm","Spices","Catch Black","Catch Black product. Catch Black Pepper Powder Box. Quality assured.","https://media.dealshare.in/img/offer/1724603572322:443487383C_1.webp",95,63,"50 gm",false,1,100,4.5,0,true
"Tropicana Slice Mango Juice (Bottle) - 600 Ml","Soft Drinks","Tropicana Slice","Mango drink from Coca-Cola India. Made with Alphonso mango pulp.","https://images.dealshare.in/1753853813400:BCD1D94313_1.png?tr=f-webp",40,29,"600 ml",false,1,100,4.5,0,true
"Freshgold Orange Juice (Tetra) - 1 Ltr","Soft Drinks","Freshgold","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/1729238691960:024288ECDB_1.webp",130,73,"1 ltr",false,1,100,4.5,0,true
"Continental This Creamy 3 In 1  (sachets) 18 Gm (pack Of 10) - 180 Gm","Beverages","Continental This","Continental This product. Continental This Creamy 3 In 1  (sachets) 18 Gm (pack Of 10). Quality assured.","https://images.dealshare.in/1754018951117:E425C3D7BF_1.png?tr=f-webp",100,91,"180 gm",false,1,100,4.5,0,true
"Sampoorti Dried Fenugreek (Kasuri Methi) - 100 Gm","Spices","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1736165654132:2874005CC6_1.webp",95,58,"100 gm",false,1,100,4.5,0,true
"Sunrise Pure Red Chilli (lal Mirch) Powder - 50 Gm","Spices","Sunrise","Ready-mix for paneer butter masala.","https://media.dealshare.in/img/offer/7523C2DDFC_1.webp",29,24,"50 gm",false,1,100,4.5,0,true
"Glow & Lovely Advanced Multi Vitamin Face Cream - 110 Gm","Personal Care","Glow & Lovely","Face wash for radiant, even-toned skin. From Hindustan Unilever.","https://media.dealshare.in/img/offer/33022EA1CD_1.png",295,239,"110 gm",false,1,100,4.5,0,true
"Raja Golden Marie Biscuit - 280 Gm","Bakery","Raja Golden","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/Kol22948.webp",40,39,"280 gm",false,1,100,4.5,0,true
"Kissan Fresh Tomato Ketchup (Pouch) - 850 Gm","Ketchup and Sauces","Kissan Fresh","Kissan Fresh product. Kissan Fresh Tomato Ketchup (Pouch). Quality assured.","https://media.dealshare.in/img/offer/1751011291408:830F41A5E8_1.png",100,90,"850 gm",false,1,100,4.5,0,true
"Galaxy Milk Chocolate With Fruit & Nut - 52 Gm","chocolates-candies","Galaxy Milk","Galaxy Milk product. Galaxy Milk Chocolate With Fruit & Nut. Quality assured.","https://media.dealshare.in/img/offer/55C61A1F52_1.png",110,90,"52 gm",false,1,100,4.5,0,true
"Freshgold Gauva Juice (Tetra) - 1 Ltr","Soft Drinks","Freshgold","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/3FC88B7B5A_1.webp",130,73,"1 ltr",false,1,100,4.5,0,true
"Swaccha Handwash Combo- 99.9% germ Protection ( 675 ml Refill Pouch + 200 ml Bottle)","Personal Care","Swaccha","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/prod/rmbg/98771690901824combo_Ahm24640.webp?tr=f-webp",240,99,"Combo of 2",false,1,100,4.5,0,true
"Park Avenue Voyage Deodorant - 150 Ml","Personal Care","Park Avenue","Park Avenue product. Park Avenue Voyage Deodorant. Quality assured.","https://media.dealshare.in/img/offer/1723444487435:DBE0381AC2_1.webp",250,149,"150 ml",false,1,100,4.5,0,true
"Meri Chai Elaichi Tea (pouch) - 250 Gm","Beverages","Meri Chai","Instant ginger tea from Wagh Bakri.","https://images.dealshare.in/1750482206970:35D6F61239_1.png?tr=f-webp",89,65,"250 gm",false,1,100,4.5,0,true
"Chemko Detergent Powder Jasmine & Rose - 1 Kg x 2 + Get Free Home First Frosty Bucket - 9 Ltr","Detergents","Chemko Detergent","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1745476052330:C071D0F19E_COMBO_1.png?tr=f-webp",300,150,"Combo of 2",false,1,100,4.5,0,true
"Alpenliebe Juzt Jelly Soft Candy Fruity Bears (Pouch) - 67.5 Gm","chocolates-candies","Alpenliebe Juzt","Flavored candy.","https://media.dealshare.in/img/offer/1ABAA241EC_1.webp",35,33,"67.5 gm",false,1,100,4.5,0,true
"Sampoorti Masoor Dal Bari - 200 Gm","Staples","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/894AE46F9C_1.png",90,63,"200 gm",false,1,100,4.5,0,true
"Tide Plus Jasmine & Rose Detergent Powder - 2 Kg","Detergents","Tide","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1C18BF137F_1.webp",270,244,"2 kg",false,1,100,4.5,0,true
"Safed Detergent Powder - 1 Kg x 3","Detergents","Safed Detergent","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1752470974278:745D2EBE50_1.png?tr=f-webp",240,190,"3 x 1 kg",false,1,100,4.5,0,true
"Sunlight Matic Liquid Detergent - 2 Ltr","Detergents","Sunlight","Detergent powder from Unilever. Effective cleaning.","https://images.dealshare.in/1750524406725:C0AD9AA010_1.png?tr=f-webp",300,220,"2 ltr",false,1,100,4.5,0,true
"Whisper Choice Ultra With Wings Sanitary Pads (XL) - Pack Of 20","Personal Care","Whisper","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/ABD87AED20_1.webp",160,149,"20 units",false,1,100,4.5,0,true
"Cinthol Cool Foam Body Wash - 200 Ml","Personal Care","Cinthol Cool","Cinthol Cool product. Cinthol Cool Foam Body Wash. Quality assured.","https://images.dealshare.in/1753176726878:95851F5C19_1.png?tr=f-webp",120,108,"200 ml",false,1,100,4.5,0,true
"Roop Sugandh Lime & Aloevera - 100 Gm","Personal Care","Roop Sugandh","Moisturizing body care from Vaseline (Unilever). Hydrates and protects skin.","https://media.dealshare.in/img/offer/1743597735259:AC69C6104A_LD.png?tr=f-webp",40,22,"100 gm",false,1,100,4.5,0,true
"Jk Kala Jeera Kalonji - 100 Gm","Spices","Jk Kala","Jk Kala product. Jk Kala Jeera Kalonji. Quality assured.","https://images.dealshare.in/1750482207484:46C9442044_1.png?tr=f-webp",57,51,"100 gm",false,1,100,4.5,0,true
"Yogabar 10 Gm Protein Bar - Blueberry Blast - 50 Gm","chocolates-candies","Yogabar","Yogabar product. Yogabar 10 Gm Protein Bar. Quality assured.","https://media.dealshare.in/img/offer/56E4969AF2_1.webp",100,47,"50 gm",false,1,100,4.5,0,true
"Khao Piyo Tomato Ketchup - 80 Gm","Ketchup and Sauces","Khao Piyo","Khao Piyo product. Khao Piyo Tomato Ketchup. Quality assured.","https://media.dealshare.in/img/offer/1734353098572:B5DAE14440_1.webp",20,15,"80 gm",false,1,100,4.5,0,true
"Wagh Bakri Leaf Tea - 500 Gm","Beverages","Wagh Bakri","Instant ginger tea from Wagh Bakri.","https://media.dealshare.in/img/offer/89401EF8E9_1.png",325,307,"500 gm",false,1,100,4.5,0,true
"Stayfree All Night Dry Max Sanitary Pads - Pack Of 42","Personal Care","Stayfree All","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/Deal55257.webp",599,457,"42 units",false,1,100,4.5,0,true
"Riya Born Rich Deodorant - 200 Ml","Personal Care","Riya Born","Riya Born product. Riya Born Rich Deodorant. Quality assured.","https://media.dealshare.in/img/offer/1751366221235:1EAC35E53E_1.png",285,142,"200 ml",false,1,100,4.5,0,true
"Chemko Lemon Detergent Powder - 500 Gm x 3","Detergents","Chemko Lemon","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1753932475643:E4AE74AC91_1.png?tr=f-webp",120,49,"3 x 500 gm",false,1,100,4.5,0,true
"MamyPoko Pants Diaper (S) - (Pack of 64) + Tulips Sensitive Baby Wet Wipes - (72 Pcs)","Personal Care","Mamypoko","Extra absorbent baby diapers from Unicharm. Designed for comfortable fit and leak protection.","https://images.dealshare.in/offerImage/1722762349Combo_deal52643.webp?tr=f-webp",754,492,"Combo of 2",false,1,100,4.5,0,true
"Anchor Red Gel Toothpaste (150 + 150 Gm) - 300 Gm + Toothbrush FREE","Personal Care","Anchor Red","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://media.dealshare.in/img/offer/865D134FCB_1.webp",240,120,"300 gm",false,1,100,4.5,0,true
"Sampoorti Jaiphal - 50 Gm","Spices","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1736165654072:A30DB676A4_1.webp",85,75,"50 gm",false,1,100,4.5,0,true
"Britannia Bourbon Original Biscuits - 50 Gm x 5","Bakery","Britannia Bourbon","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/1752747024471:5415F7A894_1.png?tr=f-webp",50,47,"5 x 50 gm",false,1,100,4.5,0,true
"Ponds Pure Detox Facewash - 50 Gm","Personal Care","Ponds Pure","Face wash for radiant, even-toned skin. From Hindustan Unilever.","https://media.dealshare.in/img/offer/1723555712194:391808885C_1.webp",115,109,"50 gm",false,1,100,4.5,0,true
"Swaccha Neem & Turmeric Face Wash - 200 Ml","Personal Care","Swaccha","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/1751347746808:3C66A6DB73_1.png",240,80,"200 ml",false,1,100,4.5,0,true
"Savlon Powder Handwash - 8.2 Gm x 3","Personal Care","Savlon Powder","Savlon Powder product. Savlon Powder Handwash. Quality assured.","https://media.dealshare.in/img/offer/1753708832302:B4CD866341_1.png?tr=f-webp",30,27,"3 x 8.2 gm",false,1,100,4.5,0,true
"Park Avenue Good Morning Soap - 125 Gm (Pack Of 4)","Personal Care","Park Avenue","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/758E166185_1.webp",320,255,"500 gm",false,1,100,4.5,0,true
"Unibic Choco Chips Cookis Bis - 450 Gm","Bakery","Unibic","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/39F5D37552_1.png",200,103,"450 gm",false,1,100,4.5,0,true
"Nisha Almond & Olive Actives Shampoo (Bottle) - 180 Ml","Personal Care","Nisha Almond","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://images.dealshare.in/1753871179811:DF6CD62820_1.png?tr=f-webp",99,59,"180 ml",false,1,100,4.5,0,true
"Colgate Max Fresh Red Gel Toothpaste - 300 Gm","Personal Care","Colgate","Oral care from Colgate-Palmolive. Trusted for cavity protection and fresh breath.","https://media.dealshare.in/img/offer/1751009430525:27D0BE9934_1.png",285,190,"300 gm",false,1,100,4.5,0,true
"Fortune Mustard Oil","Oils","Fortune Mustard","Refined cooking oil. From Emami.","https://www.gorevizon.com/wp-content/uploads/2020/07/1-70.jpg",209,170,"1 litre",false,1,100,4.2,232,true
"Sunsilk Pink Thick & long Shampoo - 5.5 Ml x 32","Personal Care","Sunsilk","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://media.dealshare.in/img/offer/1753708831720:353B1D5FA1_1.png?tr=f-webp",32,29,"32 x 5.5 ml",false,1,100,4.5,0,true
"Jo Almond & Cream Soap -100 Gm (Pack Of 5)","Personal Care","Jo Almond","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://images.dealshare.in/offerImage/1707044497Deal58699_1.webp",135,122,"500 gm",false,1,100,4.5,0,true
"Ariel Matic Top Load Liquid Detergent (Pouch) - 1 Ltr","Detergents","Ariel Matic","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/9DE338D0AC_1.webp",149,139,"1 ltr",false,1,100,4.5,0,true
"Chupa Chups Sour Bites Mixed Fruit Flavour Soft & Chewy Toffee - 61.6 Gm","chocolates-candies","Chupa Chups","Chewing gum and mints from Wrigley (Mars Wrigley).","https://media.dealshare.in/img/offer/0BACDB11FE_1.webp",35,33,"61.6 gm",false,1,100,4.5,0,true
"Sampoorti Urad Chilka Black - 500 Gm","Staples","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1734845912754:BEDEF6D72B_1.webp",100,80,"500 gm",false,1,100,4.5,0,true
"Sofy Body Fit Sanitary Pads (XL) - Pack Of 6 x 3","Personal Care","Sofy Body","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/1752810746425:DA3C9A2988_1.png?tr=f-webp",120,96,"3 x 6 units",false,1,100,4.5,0,true
"Cremica Jeera Lite Biscuits Super Value Pack - 486 Gm x 2","Bakery","Cremica","Biscuits and cookies from Cremica (Mrs. Bector's).","https://media.dealshare.in/img/offer/1752917201943:8FACD8D83D_1.png?tr=f-webp",280,140,"2 x 486 gm",false,1,100,4.5,0,true
"Cornitos Crusties Honey Chilli Potato Puffs - 52 Gm","Snacks","Cornitos Crusties","Cornitos Crusties product. Cornitos Crusties Honey Chilli Potato Puffs. Quality assured.","https://media.dealshare.in/img/offer/AF33EB8835_1.png",50,24,"52 gm",false,1,100,4.5,0,true
"Riya Bindas Mania Deodorant - 200 Ml","Personal Care","Riya Bindas","Riya Bindas product. Riya Bindas Mania Deodorant. Quality assured.","https://media.dealshare.in/img/offer/1751366221356:3EBE3DC0BA_1.png",285,142,"200 ml",false,1,100,4.5,0,true
"Nisha Shampoo Based Quick Dark Brown Hair Color - 20 Ml x 2","Personal Care","Nisha Shampoo","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://media.dealshare.in/img/offer/1752491179148:0FF351BCE4_1.png?tr=f-webp",60,30,"2 x 20 ml",false,1,100,4.5,0,true
"L'Oreal Casting Creme Gloss 200 Ebony Black Hair Colour (60 Gm + 60 Ml + 40 Gm) - 160 Gm","Personal Care","L'Oreal Casting","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://media.dealshare.in/img/offer/916995F329_1.png",729,691,"160 gm",false,1,100,4.5,0,true
"Sampoorti Masoor Black Whole - 500 Gm","Staples","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1734774925296:4E05CF15C6_1.webp",70,60,"500 gm",false,1,100,4.5,0,true
"Hamam Pure Neem Oil Soap - 150 Gm (Buy 3 Get 1 Soap of 100 Gm)","Personal Care","Hamam Pure","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/Deal58431.webp",235,220,"550 gm",false,1,100,4.5,0,true
